ID,Transaction Time,Transaction Type,Channel,Is 3DS,Is Token,Decision,Decline Reason Code,Issuer Name,Issuer Country,Issuer Region,Funding source,Acquirer Name,Acquirer Country,Acquirer Region,Jurisdiction,Is Dispute,Is Fraud,Dispute Type,Amount,Industry Segment
T23930045716298,2024-03-03T15:36:44.000Z,Chip,CP,No,No,Approved,Approved,"BANCO ITAUCARD, S.A. ",BRAZIL,LAC,Debit ,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Domstic,0,0,No Dispute,37.79355993,Contracted services
T91493223355867,2024-02-14T00:15:24.000Z,ECI-7,CNP,No,No,Approved,Approved,THE TORONTO-DOMINION BANK ,CANADA,CANADA,Credit ,MANULIFE BANK OF CANADA ,CANADA,CANADA,Domstic,0,0,No Dispute,215.391426,Retail outlet services
T17233629213788,2024-03-08T02:59:22.000Z,Chip,CP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,362.4648685,Utility services
T13914082878866,2024-03-21T21:28:36.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,77.9289701,Contracted services
T17472185872286,2024-03-09T07:18:57.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,USAA FEDERAL SAVINGS BANK  ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,125.4441714,Clothing stores
T61403215630651,2024-06-23T16:33:12.000Z,Chip,CP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,BOURSORAMA BANQUE ,FRANCE,EUROPE,Domstic,0,0,No Dispute,133.136706,Retail outlet services
T51287844858653,2024-06-11T18:19:19.000Z,ECI-5,CNP,Yes,Yes,Declined,Suspected Fraud,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,137.055638,Business services
T11527249010824,2024-02-21T07:22:44.000Z,ECI-7,CNP,No,No,Declined,Not Sufficient Fund,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Debit ,BANCO MACRO S.A. ,ARGENTINA,LAC,Domstic,0,0,No Dispute,241.6404446,Clothing stores
T53532053847739,2024-04-06T23:28:25.000Z,Magstripe,CP,No,No,Approved,Approved,CANADIAN IMPERIAL BANK OF COMMERCE,CANADA,CANADA,Credit ,LA FEDERATION DES CAISSES DESJARDINS DU QUEBEC,CANADA,CANADA,Domstic,0,0,No Dispute,29.95003636,Retail outlet services
T97147063611882,2024-01-02T00:24:44.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,INVESTEC BANK LIMITED,SOUTH AFRICA,CEMEA,Cross Border,0,0,No Dispute,500.8396064,Clothing stores
T84796708701500,2024-05-01T02:36:59.000Z,Recurring,CNP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,TANGERINE BANK WISE PAYMENTS CANADA INC. ,CANADA,CANADA,Cross Border,0,0,No Dispute,467.341995,Agricultural services
T88838852427231,2024-04-22T15:47:52.000Z,Contactless,CP,No,Yes,Declined,"Incorrect CVV, Expiry date ",NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Debit ,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Domstic,0,0,No Dispute,119.0055757,Contracted services
T27792481034862,2024-06-03T15:38:55.000Z,Chip,CP,No,No,Approved,Approved,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Debit ,NEON PAGAMENTOS S.A. ,BRAZIL,LAC,Domestic,0,0,No Dispute,126.7509112,Contracted services
T19962722150964,2024-04-22T08:21:12.000Z,Chip,CP,No,No,Approved,Approved,ANZ BANK NEW ZEALAND LIMITED ,NEW ZEALAND,APAC,Credit ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,AUSTRALIA,APAC,Domestic,0,0,No Dispute,183.7724374,Clothing stores
T45291241903947,2024-05-30T00:34:12.000Z,Chip,CP,No,No,Approved,Approved,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Debit ,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Domestic,0,0,No Dispute,99.02540032,Contracted services
T5552655544739,2024-06-15T09:37:38.000Z,ECI-5,CNP,Yes,Yes,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Prepaid,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,78.66248571,Contracted services
T89622915592596,2024-04-09T09:44:39.000Z,Chip,CP,No,No,Approved,Approved,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Debit ,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. ,ARGENTINA,LAC,Domstic,0,0,No Dispute,223.5101369,Contracted services
T5560629171428,2024-04-05T16:24:40.000Z,Other CNP,CNP,No,No,Approved,Approved,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Credit ,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,22.86204017,Miscellaneous stores
T37432373697023,2024-03-05T10:48:39.000Z,Other CNP,CNP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,1,0,Non-Fraud Dispute,87.74644164,Contracted services
T61599400710425,2024-02-24T08:11:09.000Z,ECI-7,CNP,No,No,Approved,Approved,OP COOPERATIVE ,FINLAND,EUROPE,Credit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,105.1893513,Clothing stores
T92838381049239,2024-01-25T03:41:19.000Z,Chip,CP,No,No,Approved,Approved,THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND ,SWEDEN,EUROPE,Debit ,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,361.9679206,Utility services
T85978625541975,2024-03-25T03:38:52.000Z,Recurring,CNP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,TSB BANK PLC ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,268.6096325,Utility services
T90033732678847,2024-05-26T04:59:41.000Z,ECI-7,CNP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,22.7229513,Utility services
T89191406635831,2024-01-18T01:57:12.000Z,Chip,CP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,MALAYAN BANKING BERHAD,MALAYSIA,APAC,Cross Border,0,0,No Dispute,194.7562004,Contracted services
T23138271765323,2024-04-10T20:33:17.000Z,ECI-7,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Debit ,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,256.1750141,Contracted services
T61024414721453,2024-03-15T00:54:01.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domestic,0,1,Fraud Dispute,191.5681736,Retail outlet services
T67519568268229,2024-02-10T11:11:29.000Z,Recurring,CNP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,267.4272791,Retail outlet services
T94603413228329,2024-02-19T19:01:40.000Z,ECI-7,CNP,No,No,Approved,Approved,"BANCO DE GALICIA Y BUENOS AIRES, S.A. ",ARGENTINA,LAC,Credit ,"BANCO DE GALICIA Y BUENOS AIRES, S.A. ",ARGENTINA,LAC,Domstic,0,0,No Dispute,267.2522323,Clothing stores
T50572320108991,2024-02-15T17:25:14.000Z,Chip,CP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Credit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,124.0705204,Contracted services
T79254337854613,2024-04-02T23:37:30.000Z,Other CNP,CNP,No,No,Approved,Approved,ITAU UNIBANCO HOLDING S.A ,BRAZIL,LAC,Debit ,BANCO DEL ESTADO DE CHILE ,CHILE,LAC,Domstic,1,1,Fraud Dispute,57.56998124,Clothing stores
T74475438518720,2024-05-23T19:40:13.000Z,ECI-7,CNP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Credit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domestic,1,1,Fraud Dispute,440.186547,Contracted services
T70374829013839,2024-01-09T13:52:11.000Z,Chip,CP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Debit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domstic,0,1,Fraud Dispute,104.5691336,Utility services
T44935590365712,2024-03-11T00:28:30.000Z,Chip,CP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,563.5510473,Retail outlet services
T86898913673456,2024-01-03T13:28:55.000Z,ECI-7,CNP,No,No,Approved,Approved,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Debit ,OP COOPERATIVE ,FINLAND,EUROPE,Domestic,0,0,No Dispute,46.89781378,Contracted services
T85617914768642,2024-06-15T06:34:17.000Z,Chip,CP,No,No,Approved,Approved,NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Debit ,TSB BANK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,168.9879876,Clothing stores
T34890565027006,2024-02-01T15:58:13.000Z,Chip,CP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Cross Border,0,0,No Dispute,13.22630078,Contracted services
T67825438917038,2024-04-18T13:20:26.000Z,Chip,CP,No,No,Approved,Approved,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,1,Fraud Dispute,307.3735793,Retail outlet services
T88679157427962,2024-05-12T21:08:12.000Z,Contactless,CP,No,Yes,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,597.2924063,Utility services
T62709818439939,2024-06-07T18:33:55.000Z,ECI-7,CNP,No,No,Approved,Approved,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Debit ,SCOTIABANK PERU,PERU,LAC,Cross Border,1,0,Non-Fraud Dispute,602.4520298,Utility services
T82361662913955,2024-04-09T03:19:28.000Z,Chip,CP,No,No,Approved,Approved,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Credit ,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,636.9241873,Utility services
T28672980164458,2024-03-20T23:05:25.000Z,ECI-7,CNP,No,No,Approved,Approved,NEON PAGAMENTOS S.A. ,BRAZIL,LAC,Debit ,NEON PAGAMENTOS S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,91.83046713,Contracted services
T17088818600583,2024-01-04T14:43:54.000Z,ECI-7,CNP,No,No,Approved,Approved,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,AUSTRALIA,APAC,Credit ,ING BANK N.V. ,NETHERLANDS,EUROPE,Cross Border,0,0,No Dispute,300.2776676,Utility services
T23416562544026,2024-02-03T14:06:05.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,94.27304779,Business services
T30384639677923,2024-05-18T10:51:29.000Z,ECI-7,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Domstic,0,0,No Dispute,424.8246675,Business services
T74448188245852,2024-04-19T11:42:46.000Z,ECI-7,CNP,No,No,Approved,Approved,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,96.52438388,Utility services
T56601944512727,2024-02-15T23:11:02.000Z,Contactless,CP,No,Yes,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,113.6218855,Contracted services
T77838655968077,2024-06-01T11:41:37.000Z,Chip,CP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Debit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,79.59310948,Utility services
T34356089886965,2024-05-30T16:01:57.000Z,ECI-7,CNP,No,No,Approved,Approved,ROYAL BANK OF CANADA ,CANADA,CANADA,Credit ,"WELLS FARGO BANK, NATIONAL ASSOCIATION CANADA",CANADA,CANADA,Domstic,0,0,No Dispute,438.5071328,Business services
T90679089681786,2024-02-04T04:08:17.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,100.6072958,Miscellaneous stores
T67613700424928,2024-02-20T02:38:59.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO DEL ESTADO DE CHILE ,CHILE,LAC,Debit ,BANCO COOPERATIVO SICREDI S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,195.5742674,Contracted services
T83070682396355,2024-05-14T12:49:49.000Z,Contactless,CP,No,Yes,Approved,Approved,BANCO XP S.A. ,BRAZIL,LAC,Credit ,BANCO SANTANDER RIO S.A. ,ARGENTINA,LAC,Domstic,0,0,No Dispute,464.3315981,Utility services
T50895917046844,2024-01-04T20:32:43.000Z,Recurring,CNP,No,No,Approved,Approved,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,AUSTRALIA,APAC,Debit ,ANZ BANK NEW ZEALAND LIMITED ,NEW ZEALAND,APAC,Domstic,0,0,No Dispute,191.1452048,Contracted services
T38908207825532,2024-05-15T01:44:56.000Z,Chip,CP,No,No,Approved,Approved,TSB BANK PLC ,UNITED KINGDOM,EUROPE,Credit ,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Domstic,0,0,No Dispute,400.2497813,Contracted services
T45205510629074,2024-01-20T09:19:26.000Z,Chip,CP,No,No,Approved,Approved,LA FEDERATION DES CAISSES DESJARDINS DU QUEBEC,CANADA,CANADA,Credit ,HOME TRUST COMPANY ,CANADA,CANADA,Domstic,0,0,No Dispute,442.2257503,Clothing stores
T39673851222511,2024-03-30T16:20:39.000Z,Chip,CP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,334.3682346,Retail outlet services
T87553711300591,2024-06-27T08:23:16.000Z,Recurring,CNP,No,No,Declined,Do not honor,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,244.481612,Business services
T28270581463576,2024-03-07T08:54:47.000Z,Chip,CP,No,No,Approved,Approved,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Credit ,BANCO SANTANDER-CHILE ,CHILE,LAC,Domstic,0,0,No Dispute,225.8167326,Miscellaneous stores
T33232512856276,2024-02-25T19:25:49.000Z,Chip,CP,No,No,Approved,Approved,BANCO DE CREDITO E INVERSIONES ,CHILE,LAC,Credit ,"BANCO GENERAL, S.A. ",PANAMA,LAC,Domstic,0,0,No Dispute,277.4747718,Business services
T34639528001823,2024-04-07T00:17:56.000Z,Chip,CP,No,No,Approved,Approved,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,278.8278916,Business services
T1842043277487,2024-04-08T09:38:15.000Z,Chip,CP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Debit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,150.0385451,Miscellaneous stores
T42422757765510,2024-06-13T05:06:16.000Z,Chip,CP,No,No,Approved,Approved,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Debit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,114.5739481,Retail outlet services
T28884141333067,2024-03-05T12:03:34.000Z,Recurring,CNP,No,No,Approved,Approved,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,92.69648631,Business services
T31124487282695,2024-04-10T12:21:28.000Z,ECI-7,CNP,No,No,Approved,Approved,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Credit ,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Domstic,1,0,Non-Fraud Dispute,197.2600512,Contracted services
T23894818722434,2024-04-17T12:05:00.000Z,ECI-7,CNP,No,No,Approved,Approved,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,1,0,Non-Fraud Dispute,96.36535236,Business services
T57756462638674,2024-06-10T20:30:11.000Z,Contactless,CP,No,Yes,Approved,Approved,BANCO DE CREDITO DEL PERU ,PERU,LAC,Debit ,"BANCO GENERAL, S.A. ",PANAMA,LAC,Domestic,0,0,No Dispute,358.488053,Utility services
T15346332726801,2024-02-24T03:19:49.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,MERIDIAN CREDIT UNION LIMITED ,CANADA,CANADA,Cross Border,0,0,No Dispute,722.493743,Clothing stores
T79401360858503,2024-01-08T09:48:12.000Z,ECI-7,CNP,No,No,Approved,Approved,NATIONAL AUSTRALIA BANK LIMITED ,AUSTRALIA,APAC,Credit ,KOTAK MAHINDRA BANK LTD,INDIA,APAC,Domstic,0,0,No Dispute,428.6361404,Contracted services
T31363052861526,2024-02-23T20:55:18.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,175.0385057,Agricultural services
T65233260651150,2024-04-19T10:50:20.000Z,ECI-7,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Debit ,BOURSORAMA BANQUE ,FRANCE,EUROPE,Domestic,0,0,No Dispute,330.8042818,Utility services
T99725011852367,2024-05-31T11:35:19.000Z,ECI-7,CNP,No,No,Approved,Approved,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,AUSTRALIA,APAC,Debit ,ICICI Bank Ltd,INDIA,APAC,Domestic,0,0,No Dispute,182.2411521,Utility services
T11735723939945,2024-05-24T21:12:20.000Z,ECI-7,CNP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,240.5814664,Clothing stores
T37275748918862,2024-04-06T00:36:43.000Z,ECI-7,CNP,No,No,Approved,Approved,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,BANCO COOPERATIVO SICOOB S.A. ,BRAZIL,LAC,Cross Border,0,0,No Dispute,141.8867254,Clothing stores
T47154529421087,2024-05-18T13:44:48.000Z,ECI-7,CNP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Debit ,THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND ,SWEDEN,EUROPE,Domstic,0,0,No Dispute,173.9664959,Contracted services
T22509151494267,2024-03-25T00:10:47.000Z,ECI-7,CNP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Domstic,0,0,No Dispute,536.2582186,Contracted services
T83990705384288,2024-05-18T00:22:52.000Z,Recurring,CNP,No,No,Approved,Approved,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Debit ,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,157.8072625,Contracted services
T92574564850125,2024-05-03T13:14:32.000Z,Chip,CP,No,No,Declined,Do not honor,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,249.5585244,Utility services
T51756251541274,2024-04-11T19:53:07.000Z,Contactless,CP,No,Yes,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,140.5537833,Business services
T84401467635140,2024-04-28T00:54:32.000Z,Recurring,CNP,No,No,Declined,Do not honor,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,185.1654125,Utility services
T48687852471659,2024-04-15T12:37:33.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Credit ,BANCO MACRO S.A. ,ARGENTINA,LAC,Domestic,0,0,No Dispute,2.894638157,Government services
T6744252840433,2024-03-31T06:23:50.000Z,Chip,CP,No,No,Approved,Approved,AEON FINANCIAL SERVICE CO. LTD,JAPAN,APAC,Credit ,ING BANK (AUSTRALIA) LIMITED ,AUSTRALIA,APAC,Domestic,0,0,No Dispute,715.1015327,Miscellaneous stores
T28867867147189,2024-06-29T04:48:22.000Z,Other CNP,CNP,No,No,Approved,Approved,NATIONAL AUSTRALIA BANK LIMITED ,AUSTRALIA,APAC,Credit ,ING BANK (AUSTRALIA) LIMITED ,AUSTRALIA,APAC,Domstic,0,0,No Dispute,251.427524,Business services
T12658137887190,2024-02-22T19:33:28.000Z,Chip,CP,No,No,Approved,Approved,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,71.57992337,Miscellaneous stores
T47312098239065,2024-01-29T10:40:38.000Z,ECI-7,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,231.1351576,Clothing stores
T17391781183421,2024-03-30T01:45:56.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,54.10798417,Contracted services
T4377254378794,2024-04-28T20:31:03.000Z,ECI-7,CNP,No,No,Approved,Approved,THE TORONTO-DOMINION BANK ,CANADA,CANADA,Debit ,EQUITABLE BANK ,CANADA,CANADA,Domstic,0,0,No Dispute,42.74878093,Retail outlet services
T40130954819201,2024-02-29T11:54:26.000Z,Chip,CP,No,No,Declined,Suspected Fraud,NEON PAGAMENTOS S.A. ,BRAZIL,LAC,Credit ,BANCO SANTANDER RIO S.A. ,ARGENTINA,LAC,Domestic,0,0,No Dispute,195.0422403,Business services
T96793515925948,2024-02-16T07:05:23.000Z,Chip,CP,No,No,Approved,Approved,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Debit ,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,206.2118684,Agricultural services
T33031181224290,2024-06-14T04:06:32.000Z,Chip,CP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Debit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,274.3090221,Clothing stores
T22409153067317,2024-03-27T01:27:38.000Z,ECI-7,CNP,No,No,Approved,Approved,NEON PAGAMENTOS S.A. ,BRAZIL,LAC,Credit ,BANCO POPULAR DE PUERTO RICO ,PUERTO RICO,LAC,Domstic,0,0,No Dispute,215.714233,Clothing stores
T10157193280737,2024-03-15T11:29:09.000Z,ECI-7,CNP,No,No,Declined,Not Sufficient Fund,"BANCO ITAUCARD, S.A. ",BRAZIL,LAC,Debit ,TANGERINE BANK WISE PAYMENTS CANADA INC. ,CANADA,CANADA,Cross Border,0,0,No Dispute,440.121739,Business services
T87222870966752,2024-02-25T11:19:05.000Z,ECI-6,CNP,Yes,No,Approved,Approved,BANCO DE CREDITO DEL PERU ,PERU,LAC,Debit ,BANCO DE CREDITO DEL PERU ,PERU,LAC,Domestic,0,0,No Dispute,253.3077081,Clothing stores
T87936557254149,2024-04-28T23:15:10.000Z,ECI-7,CNP,No,No,Approved,Approved,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,99.98684234,Contracted services
