InvoiceID,InvoiceDate,BusinessUnit,Region,Vendor,VendorPerformanceScore,ContractType,PaymentTermsDays,Quantity,UnitCost,BudgetAmount,ActualInvoiceAmount,VarianceAmount,DaysLate,InvoiceStatus
INV01007,2024-11-10,BU_R&D,North America,Vendor_26,76.7,Fixed Price,60,58,32.49,1924.38,1967.42,43.04,0,Paid
INV01008,2024-12-21,BU_IT,APAC,Vendor_49,80.2,Time & Materials,45,40,28.95,1219.98,1283.81,63.83,0,Paid
INV01009,2025-04-01,BU_IT,LATAM,Vendor_32,100.0,Fixed Price,15,38,53.61,2093.28,2105.45,12.16,0,Paid
INV01010,2024-10-02,BU_R&D,EMEA,Vendor_15,49.1,Time & Materials,15,61,39.27,2361.59,2555.56,193.98,5,Pending
INV01011,2024-08-28,BU_Fabrication,EMEA,Vendor_02,72.9,Time & Materials,30,55,26.55,1484.27,1541.05,56.78,0,Paid
INV01012,2024-10-18,BU_R&D,APAC,Vendor_07,98.7,Time & Materials,45,45,35.6,1645.24,1776.59,131.36,0,Paid
INV01013,2025-04-10,BU_Sales,North America,Vendor_43,73.3,Fixed Price,30,51,56.8,2953.94,2968.13,14.19,0,Paid
INV01014,2025-05-04,BU_IT,North America,Vendor_49,80.2,Fixed Price,30,52,27.94,1543.95,1552.66,8.71,0,Paid
INV01015,2025-02-13,BU_Sales,EMEA,Vendor_25,66.8,Fixed Price,15,49,57.6,2811.49,3074.52,263.03,6,Pending
INV01016,2025-07-04,BU_R&D,LATAM,Vendor_11,68.0,Fixed Price,15,69,5.53,389.23,402.19,12.95,0,Paid
INV01017,2025-04-07,BU_Fabrication,APAC,Vendor_32,100.0,Time & Materials,45,59,42.96,2564.16,2793.72,229.57,0,Paid
INV01018,2025-04-01,BU_IT,LATAM,Vendor_33,74.8,Fixed Price,30,55,6.3,342.02,337.25,-4.77,0,Paid
INV01019,2025-02-10,BU_IT,APAC,Vendor_50,48.6,Time & Materials,30,58,36.18,2206.21,2480.57,274.36,5,Pending
INV01020,2024-08-24,BU_Logistics,LATAM,Vendor_23,76.0,Time & Materials,30,56,20.49,1137.89,1161.64,23.75,0,Paid
INV01021,2025-06-17,BU_R&D,EMEA,Vendor_28,80.6,Fixed Price,30,53,30.17,1636.85,1572.53,-64.31,0,Paid
INV01022,2025-07-05,BU_Logistics,North America,Vendor_42,77.6,Fixed Price,15,52,45.4,2381.86,2347.52,-34.33,0,Paid
INV01023,2025-01-04,BU_Fabrication,EMEA,Vendor_02,72.9,Fixed Price,15,42,19.43,825.09,832.39,7.3,0,Paid
INV01024,2025-03-05,BU_IT,EMEA,Vendor_27,57.7,Fixed Price,45,52,5.61,294.87,315.29,20.41,0,Paid
INV01025,2025-01-10,BU_Sales,APAC,Vendor_21,97.0,Fixed Price,60,53,39.92,2147.01,2312.92,165.91,0,Paid
INV01026,2025-07-12,BU_Logistics,EMEA,Vendor_33,74.8,Time & Materials,45,49,21.21,1060.13,1085.41,25.28,0,Paid
INV01027,2025-01-01,BU_R&D,LATAM,Vendor_13,78.6,Fixed Price,60,53,38.12,2030.27,2133.09,102.82,0,Paid
INV01028,2025-05-02,BU_Logistics,North America,Vendor_04,97.8,Fixed Price,30,56,7.02,407.69,412.75,5.07,0,Paid
INV01029,2025-06-16,BU_Fabrication,APAC,Vendor_38,45.6,Fixed Price,30,46,36.17,1705.49,1875.64,170.16,6,Pending
INV01030,2025-04-29,BU_Sales,EMEA,Vendor_23,76.0,Time & Materials,45,44,25.94,1176.74,1194.78,18.04,0,Paid
INV01031,2025-01-01,BU_Sales,APAC,Vendor_21,97.0,Fixed Price,30,45,29.84,1375.47,1477.03,101.56,0,Paid
INV01032,2025-03-21,BU_IT,North America,Vendor_02,72.9,Time & Materials,30,49,12.92,658.7,724.96,66.25,0,Paid
INV01033,2025-04-13,BU_Logistics,APAC,Vendor_48,90.9,Time & Materials,30,42,14.73,620.48,656.17,35.69,0,Paid
INV01034,2025-06-11,BU_Sales,LATAM,Vendor_47,68.1,Time & Materials,30,60,23.92,1462.49,1550.99,88.5,3,Pending
INV01035,2024-10-15,BU_Logistics,North America,Vendor_44,70.5,Time & Materials,60,43,54.19,2331.14,2493.0,161.86,0,Paid
INV01036,2024-09-02,BU_Logistics,LATAM,Vendor_18,79.7,Time & Materials,45,46,29.97,1387.14,1461.03,73.89,0,Paid
INV01037,2025-06-04,BU_Logistics,EMEA,Vendor_08,86.5,Fixed Price,15,47,39.6,1773.64,1759.12,-14.52,0,Paid
INV01038,2025-01-06,BU_Sales,EMEA,Vendor_28,80.6,Fixed Price,60,36,51.77,1825.25,1868.27,43.02,0,Paid
INV01039,2024-12-18,BU_Logistics,North America,Vendor_18,79.7,Time & Materials,15,42,17.62,752.89,773.45,20.56,0,Paid
INV01040,2025-04-06,BU_Fabrication,North America,Vendor_06,71.5,Fixed Price,30,59,47.7,2846.29,2772.22,-74.07,7,Pending
INV01041,2025-02-25,BU_R&D,APAC,Vendor_06,71.5,Fixed Price,60,42,62.17,2593.9,2774.49,180.59,0,Paid
INV01042,2024-11-29,BU_Fabrication,APAC,Vendor_33,74.8,Time & Materials,30,46,28.14,1322.55,1462.9,140.35,0,Paid
INV01043,2025-04-26,BU_R&D,EMEA,Vendor_06,71.5,Fixed Price,15,66,36.7,2478.17,2482.96,4.79,0,Paid
INV01044,2025-01-16,BU_IT,APAC,Vendor_48,90.9,Time & Materials,60,60,56.08,3444.97,3895.4,450.43,0,Paid
INV01045,2024-09-24,BU_Logistics,North America,Vendor_18,79.7,Fixed Price,30,50,60.31,3074.21,3062.71,-11.5,0,Paid
INV01046,2025-04-09,BU_IT,EMEA,Vendor_08,86.5,Fixed Price,30,41,14.62,634.15,648.91,14.76,0,Paid
INV01047,2024-12-21,BU_Logistics,EMEA,Vendor_46,64.2,Fixed Price,30,51,56.18,3020.19,3318.53,298.34,0,Paid
INV01048,2025-06-07,BU_Fabrication,LATAM,Vendor_43,73.3,Time & Materials,15,48,16.35,795.97,809.15,13.19,0,Paid
INV01049,2025-07-10,BU_Logistics,North America,Vendor_25,66.8,Fixed Price,90,48,40.59,1985.0,2242.86,257.86,5,Pending
INV01050,2025-07-17,BU_Fabrication,EMEA,Vendor_16,66.6,Time & Materials,30,51,13.73,725.13,764.61,39.48,0,Paid
INV01051,2025-02-18,BU_R&D,EMEA,Vendor_49,80.2,Fixed Price,30,48,54.45,2740.03,2819.98,79.96,0,Paid
INV01052,2025-03-13,BU_R&D,LATAM,Vendor_50,48.6,Time & Materials,45,54,67.23,3766.62,4160.76,394.15,4,Pending
INV01053,2024-09-11,BU_Sales,EMEA,Vendor_27,57.7,Time & Materials,30,59,38.53,2319.94,2581.51,261.57,0,Paid
INV01054,2024-09-21,BU_Logistics,APAC,Vendor_33,74.8,Fixed Price,30,43,43.5,1905.96,1991.84,85.88,0,Paid
INV01055,2025-05-08,BU_R&D,EMEA,Vendor_02,72.9,Time & Materials,45,45,50.12,2355.81,2352.45,-3.37,0,Paid
INV01056,2025-03-16,BU_Logistics,North America,Vendor_13,78.6,Time & Materials,30,50,56.05,2847.36,2957.59,110.23,7,Pending
INV01057,2024-10-20,BU_Logistics,EMEA,Vendor_50,48.6,Time & Materials,45,52,27.58,1474.18,1637.82,163.64,0,Paid
INV01058,2025-07-18,BU_Sales,APAC,Vendor_21,97.0,Fixed Price,60,46,34.39,1614.42,1751.39,136.97,0,Paid
INV01059,2024-10-28,BU_IT,LATAM,Vendor_19,61.4,Fixed Price,30,54,48.42,2673.01,2846.01,173.01,3,Pending
INV01060,2025-02-10,BU_IT,North America,Vendor_02,72.9,Time & Materials,45,47,43.34,2125.69,2156.65,30.96,0,Paid
INV01061,2024-09-15,BU_Sales,North America,Vendor_45,52.8,Time & Materials,15,54,40.2,2207.62,2421.45,213.83,0,Paid
INV01062,2025-06-04,BU_R&D,North America,Vendor_24,53.6,Fixed Price,30,45,29.69,1312.5,1385.6,73.1,6,Pending
INV01063,2025-04-27,BU_Sales,APAC,Vendor_30,70.6,Time & Materials,30,56,40.82,2284.65,2441.6,156.95,0,Paid
INV01064,2024-11-13,BU_Logistics,LATAM,Vendor_18,79.7,Fixed Price,30,53,33.63,1810.43,1805.81,-4.61,0,Paid
INV01065,2024-11-14,BU_IT,North America,Vendor_19,61.4,Time & Materials,15,40,6.66,276.31,300.93,24.62,4,Pending
INV01066,2024-10-14,BU_Fabrication,North America,Vendor_17,59.8,Fixed Price,30,48,30.55,1490.75,1617.39,126.64,5,Pending
INV01067,2025-05-26,BU_Sales,North America,Vendor_31,66.0,Fixed Price,30,46,11.16,503.87,534.33,30.46,0,Paid
INV01068,2025-07-18,BU_Logistics,APAC,Vendor_46,64.2,Fixed Price,30,58,10.1,605.94,645.05,39.1,6,Pending
INV01069,2025-05-13,BU_Fabrication,North America,Vendor_16,66.6,Fixed Price,30,57,32.64,1888.65,1983.02,94.38,0,Paid
INV01070,2025-07-10,BU_IT,APAC,Vendor_03,84.7,Fixed Price,30,42,52.45,2273.04,2243.41,-29.63,0,Paid
INV01071,2025-02-19,BU_R&D,North America,Vendor_36,56.7,Fixed Price,15,48,55.06,2744.83,2876.37,131.53,4,Pending
INV01072,2025-04-10,BU_R&D,LATAM,Vendor_09,68.0,Fixed Price,45,49,17.87,872.52,959.57,87.06,0,Paid
INV01073,2024-12-12,BU_Fabrication,EMEA,Vendor_09,68.0,Fixed Price,90,38,52.24,2026.31,2229.6,203.29,6,Pending
INV01074,2025-02-01,BU_Sales,North America,Vendor_17,59.8,Time & Materials,45,46,54.91,2613.34,2799.88,186.54,11,Pending
INV01075,2025-01-08,BU_Sales,LATAM,Vendor_21,97.0,Time & Materials,30,54,29.47,1638.78,1739.56,100.78,0,Paid
INV01076,2025-05-12,BU_Sales,North America,Vendor_10,83.1,Fixed Price,15,67,50.49,3332.67,3343.13,10.45,0,Paid
INV01077,2024-10-23,BU_Sales,EMEA,Vendor_32,100.0,Fixed Price,30,57,44.66,2493.53,2424.83,-68.7,0,Paid
INV01078,2025-04-06,BU_Sales,EMEA,Vendor_47,68.1,Time & Materials,15,51,34.35,1747.6,1844.09,96.5,5,Pending
INV01079,2024-12-24,BU_Logistics,LATAM,Vendor_48,90.9,Fixed Price,30,43,66.53,2979.62,3027.81,48.19,0,Paid
INV01080,2025-05-27,BU_Logistics,APAC,Vendor_01,82.5,Fixed Price,30,54,27.82,1524.85,1594.31,69.46,0,Paid
INV01081,2024-09-09,BU_Logistics,APAC,Vendor_44,70.5,Fixed Price,30,46,22.57,1051.75,1080.76,29.01,0,Paid
INV01082,2025-07-15,BU_Fabrication,EMEA,Vendor_38,45.6,Time & Materials,15,58,5.42,308.58,327.27,18.69,5,Pending
INV01083,2024-08-15,BU_Fabrication,EMEA,Vendor_46,64.2,Time & Materials,30,62,61.21,3901.17,4271.37,370.2,0,Paid
INV01084,2025-06-01,BU_Fabrication,EMEA,Vendor_03,84.7,Time & Materials,90,52,31.92,1673.48,1889.44,215.96,0,Paid
INV01085,2025-05-19,BU_Logistics,North America,Vendor_04,97.8,Time & Materials,30,64,37.24,2461.82,2576.72,114.9,0,Paid
INV01086,2024-09-06,BU_IT,LATAM,Vendor_25,66.8,Fixed Price,30,65,29.8,2009.31,2133.02,123.71,3,Pending
INV01087,2025-02-21,BU_Fabrication,North America,Vendor_14,46.3,Fixed Price,45,52,59.41,3195.03,3370.23,175.2,6,Pending
INV01088,2025-07-01,BU_Logistics,North America,Vendor_32,100.0,Time & Materials,45,51,28.16,1496.18,1573.16,76.98,0,Paid
INV01089,2025-07-17,BU_IT,North America,Vendor_43,73.3,Fixed Price,30,55,54.29,3007.36,2969.72,-37.65,0,Paid
INV01090,2025-03-17,BU_Sales,EMEA,Vendor_37,78.1,Time & Materials,15,45,51.17,2295.98,2329.55,33.57,0,Paid
INV01091,2025-02-05,BU_IT,North America,Vendor_41,86.1,Fixed Price,15,43,15.51,639.47,652.54,13.07,0,Paid
INV01092,2025-03-26,BU_Logistics,APAC,Vendor_46,64.2,Fixed Price,30,58,26.62,1552.21,1693.45,141.24,0,Paid
INV01093,2025-04-26,BU_Fabrication,North America,Vendor_28,80.6,Fixed Price,60,46,35.79,1729.87,1784.25,54.38,0,Paid
INV01094,2024-10-05,BU_R&D,LATAM,Vendor_34,59.1,Fixed Price,30,46,10.59,495.22,517.28,22.06,0,Paid
INV01095,2024-08-24,BU_IT,North America,Vendor_28,80.6,Fixed Price,30,66,12.36,843.3,863.17,19.87,0,Paid
INV01096,2024-12-08,BU_R&D,North America,Vendor_06,71.5,Time & Materials,15,49,37.94,1962.57,2110.64,148.08,0,Paid
INV01097,2025-03-25,BU_Logistics,APAC,Vendor_26,76.7,Fixed Price,30,52,60.39,3221.75,3348.27,126.51,0,Paid
INV01098,2025-01-08,BU_IT,APAC,Vendor_49,80.2,Time & Materials,45,59,46.46,2773.47,2934.26,160.79,0,Paid
INV01099,2024-11-04,BU_Logistics,North America,Vendor_48,90.9,Time & Materials,30,56,25.43,1415.61,1432.59,16.97,0,Paid
INV01100,2025-03-11,BU_IT,North America,Vendor_26,76.7,Fixed Price,15,52,56.99,3108.86,3029.88,-78.98,0,Paid
INV01101,2025-07-21,BU_Sales,LATAM,Vendor_48,90.9,Time & Materials,30,56,55.9,3314.82,3363.9,49.08,0,Paid
INV01102,2025-06-12,BU_R&D,APAC,Vendor_45,52.8,Time & Materials,60,47,49.66,2364.77,2862.45,497.68,6,Pending
INV01103,2024-10-09,BU_Fabrication,North America,Vendor_02,72.9,Time & Materials,15,55,56.75,3240.22,3392.24,152.02,4,Pending
INV01104,2025-04-04,BU_Logistics,APAC,Vendor_28,80.6,Time & Materials,60,60,35.92,2185.63,2500.65,315.02,0,Paid
INV01105,2024-09-14,BU_R&D,APAC,Vendor_10,83.1,Fixed Price,15,44,40.01,1800.72,1886.49,85.76,0,Paid
INV01106,2024-10-18,BU_Sales,LATAM,Vendor_31,66.0,Fixed Price,30,57,12.14,717.28,745.13,27.85,3,Pending
INV01107,2024-12-29,BU_IT,LATAM,Vendor_26,76.7,Fixed Price,15,47,31.28,1502.42,1495.6,-6.82,0,Paid
INV01108,2025-03-10,BU_Sales,LATAM,Vendor_48,90.9,Fixed Price,45,50,63.8,3204.47,3296.4,91.93,0,Paid
INV01109,2024-08-19,BU_Sales,EMEA,Vendor_33,74.8,Fixed Price,45,50,5.67,295.25,284.66,-10.59,0,Paid
INV01110,2025-04-07,BU_Logistics,APAC,Vendor_34,59.1,Fixed Price,30,43,21.89,933.55,1029.93,96.39,0,Paid
INV01111,2024-12-16,BU_Sales,LATAM,Vendor_08,86.5,Fixed Price,60,51,45.45,2377.8,2459.95,82.15,0,Paid
INV01112,2025-07-24,BU_Sales,North America,Vendor_19,61.4,Time & Materials,30,53,37.55,2061.86,2248.79,186.94,0,Paid
INV01113,2025-04-17,BU_Logistics,APAC,Vendor_44,70.5,Fixed Price,45,52,31.86,1673.97,1782.35,108.38,0,Paid
INV01114,2025-07-03,BU_Sales,North America,Vendor_19,61.4,Time & Materials,30,58,46.81,2713.86,2900.76,186.89,0,Paid
INV01115,2025-07-11,BU_R&D,APAC,Vendor_11,68.0,Time & Materials,30,47,19.19,895.62,1001.2,105.58,0,Paid
INV01116,2025-07-08,BU_Sales,North America,Vendor_13,78.6,Fixed Price,30,47,33.46,1572.39,1583.71,11.32,0,Paid
INV01117,2025-04-10,BU_R&D,North America,Vendor_36,56.7,Fixed Price,15,44,24.09,1074.75,1112.66,37.91,0,Paid
INV01118,2025-01-30,BU_Logistics,North America,Vendor_33,74.8,Fixed Price,15,55,52.23,3008.61,3005.2,-3.41,0,Paid
INV01119,2025-06-13,BU_Logistics,North America,Vendor_15,49.1,Fixed Price,90,62,31.05,1949.75,2155.42,205.68,0,Paid
INV01120,2024-08-24,BU_IT,North America,Vendor_10,83.1,Time & Materials,60,63,63.39,4044.41,4418.32,373.91,0,Paid
INV01121,2024-09-23,BU_Fabrication,LATAM,Vendor_29,66.0,Time & Materials,90,40,27.07,1114.26,1275.84,161.58,0,Paid
INV01122,2024-09-24,BU_IT,APAC,Vendor_07,98.7,Time & Materials,15,40,39.08,1590.48,1689.96,99.48,0,Paid
INV01123,2025-06-19,BU_Fabrication,LATAM,Vendor_24,53.6,Fixed Price,30,43,29.32,1281.41,1402.52,121.11,0,Paid
INV01124,2025-04-17,BU_Sales,APAC,Vendor_07,98.7,Fixed Price,30,52,29.15,1519.94,1578.4,58.46,0,Paid
INV01125,2024-10-02,BU_Logistics,EMEA,Vendor_27,57.7,Time & Materials,15,53,19.49,1103.51,1207.62,104.11,0,Paid
INV01126,2025-03-31,BU_R&D,North America,Vendor_11,68.0,Fixed Price,30,54,33.22,1838.11,2014.02,175.9,0,Paid
INV01127,2025-02-01,BU_Logistics,North America,Vendor_49,80.2,Fixed Price,45,49,43.34,2185.18,2181.99,-3.2,0,Paid
INV01128,2025-03-08,BU_Sales,LATAM,Vendor_30,70.6,Time & Materials,30,61,62.07,3847.8,4008.56,160.76,0,Paid
INV01129,2024-08-16,BU_Sales,North America,Vendor_01,82.5,Time & Materials,30,59,34.6,2107.68,2174.62,66.94,4,Pending
INV01130,2025-01-21,BU_R&D,EMEA,Vendor_50,48.6,Fixed Price,15,41,7.93,335.71,355.58,19.87,0,Paid
INV01131,2025-07-05,BU_Logistics,LATAM,Vendor_04,97.8,Time & Materials,90,56,48.13,2751.76,3037.05,285.29,0,Paid
INV01132,2025-04-24,BU_R&D,EMEA,Vendor_44,70.5,Time & Materials,60,38,40.33,1516.62,1602.94,86.32,0,Paid
INV01133,2025-01-08,BU_R&D,North America,Vendor_18,79.7,Time & Materials,45,53,35.09,1941.26,1994.05,52.79,0,Paid
INV01134,2025-02-23,BU_Sales,APAC,Vendor_35,87.3,Time & Materials,45,47,50.1,2418.99,2505.06,86.06,0,Paid
INV01135,2025-01-24,BU_Sales,APAC,Vendor_20,53.8,Fixed Price,30,42,63.09,2728.78,2906.99,178.21,5,Pending
INV01136,2024-10-04,BU_IT,LATAM,Vendor_19,61.4,Fixed Price,30,48,24.89,1205.16,1243.02,37.87,2,Pending
INV01137,2025-01-22,BU_Logistics,North America,Vendor_35,87.3,Fixed Price,30,57,36.63,2095.39,2051.84,-43.55,0,Paid
INV01138,2025-03-05,BU_IT,North America,Vendor_04,97.8,Time & Materials,30,62,64.79,4131.08,4321.75,190.67,0,Paid
INV01139,2024-10-03,BU_Fabrication,APAC,Vendor_08,86.5,Fixed Price,30,65,15.79,1044.73,1116.76,72.02,4,Pending
INV01140,2025-01-21,BU_Logistics,LATAM,Vendor_38,45.6,Fixed Price,60,49,46.72,2349.3,2573.36,224.06,0,Paid
INV01141,2025-05-01,BU_IT,North America,Vendor_20,53.8,Fixed Price,45,46,62.83,2928.46,3103.33,174.87,0,Paid
INV01142,2025-07-11,BU_Logistics,APAC,Vendor_34,59.1,Time & Materials,15,51,13.58,727.4,806.25,78.85,0,Paid
INV01143,2024-11-07,BU_R&D,EMEA,Vendor_10,83.1,Time & Materials,60,57,39.64,2263.98,2422.72,158.74,6,Pending
INV01144,2024-09-01,BU_Sales,LATAM,Vendor_31,66.0,Fixed Price,15,52,20.75,1116.19,1161.53,45.34,0,Paid
INV01145,2025-02-23,BU_IT,APAC,Vendor_50,48.6,Fixed Price,30,57,45.06,2601.01,2935.79,334.78,0,Paid
INV01146,2025-03-05,BU_Sales,APAC,Vendor_32,100.0,Time & Materials,30,66,31.75,2141.72,2203.08,61.35,0,Paid
INV01147,2025-04-16,BU_Logistics,EMEA,Vendor_30,70.6,Fixed Price,45,58,30.73,1780.17,1819.47,39.3,0,Paid
INV01148,2024-09-30,BU_Logistics,EMEA,Vendor_03,84.7,Time & Materials,60,71,27.82,2005.34,2211.86,206.52,0,Paid
INV01149,2024-09-30,BU_IT,LATAM,Vendor_08,86.5,Fixed Price,30,52,53.26,2832.91,2794.78,-38.13,4,Pending
INV01150,2024-10-18,BU_Fabrication,EMEA,Vendor_24,53.6,Fixed Price,30,50,40.9,2099.56,2213.35,113.8,0,Paid
INV01151,2024-10-12,BU_IT,EMEA,Vendor_20,53.8,Time & Materials,30,46,32.55,1527.13,1641.02,113.89,0,Paid
INV01152,2025-04-08,BU_Fabrication,North America,Vendor_23,76.0,Fixed Price,15,56,32.5,1892.57,1926.73,34.15,0,Paid
INV01153,2025-01-06,BU_IT,EMEA,Vendor_22,71.6,Time & Materials,30,58,16.91,1033.1,1078.63,45.54,0,Paid
INV01154,2025-06-07,BU_Logistics,APAC,Vendor_33,74.8,Time & Materials,45,53,9.25,510.25,531.59,21.34,0,Paid
INV01155,2024-10-16,BU_R&D,North America,Vendor_40,78.0,Time & Materials,30,59,23.91,1457.38,1495.4,38.02,0,Paid
INV01156,2025-02-19,BU_R&D,EMEA,Vendor_43,73.3,Time & Materials,45,41,54.72,2255.8,2283.88,28.08,0,Paid
INV01157,2024-10-24,BU_Fabrication,APAC,Vendor_50,48.6,Time & Materials,30,44,63.77,2793.03,3186.81,393.78,5,Pending
INV01158,2025-05-14,BU_Fabrication,North America,Vendor_40,78.0,Fixed Price,45,53,28.39,1546.04,1551.19,5.15,0,Paid
INV01159,2025-04-25,BU_Logistics,APAC,Vendor_33,74.8,Time & Materials,15,52,11.86,610.94,649.49,38.55,0,Paid
INV01160,2024-11-01,BU_Fabrication,North America,Vendor_14,46.3,Fixed Price,45,46,41.13,1937.7,2077.8,140.1,0,Paid
INV01161,2025-03-16,BU_Fabrication,LATAM,Vendor_39,55.1,Fixed Price,30,49,52.69,2618.75,2809.49,190.73,0,Paid
INV01162,2024-08-12,BU_R&D,EMEA,Vendor_27,57.7,Fixed Price,30,58,46.66,2761.88,2945.1,183.22,7,Pending
INV01163,2024-09-16,BU_Fabrication,LATAM,Vendor_35,87.3,Fixed Price,15,48,46.26,2315.46,2314.15,-1.31,0,Paid
INV01164,2024-09-15,BU_Logistics,EMEA,Vendor_27,57.7,Time & Materials,15,58,34.89,2092.35,2329.48,237.13,0,Paid
INV01165,2024-11-01,BU_Fabrication,APAC,Vendor_20,53.8,Fixed Price,30,49,17.95,880.94,975.07,94.13,0,Paid
INV01166,2025-01-13,BU_R&D,EMEA,Vendor_08,86.5,Fixed Price,30,55,30.98,1724.91,1759.94,35.02,0,Paid
INV01167,2024-11-30,BU_Sales,EMEA,Vendor_33,74.8,Fixed Price,15,53,46.78,2540.03,2498.19,-41.84,7,Pending
INV01168,2025-03-26,BU_IT,EMEA,Vendor_31,66.0,Fixed Price,45,43,37.98,1638.55,1714.58,76.03,0,Paid
INV01169,2024-08-10,BU_R&D,APAC,Vendor_38,45.6,Time & Materials,30,53,12.82,681.98,741.94,59.97,0,Paid
INV01170,2024-10-04,BU_R&D,APAC,Vendor_29,66.0,Fixed Price,45,52,64.9,3452.51,3770.25,317.75,5,Pending
INV01171,2024-10-12,BU_R&D,EMEA,Vendor_11,68.0,Time & Materials,30,58,49.56,2901.33,3216.73,315.4,0,Paid
INV01172,2025-05-12,BU_Sales,North America,Vendor_30,70.6,Time & Materials,45,33,31.35,1059.36,1066.78,7.42,0,Paid
INV01173,2024-10-25,BU_Fabrication,North America,Vendor_31,66.0,Fixed Price,30,63,53.08,3557.68,3651.54,93.86,0,Paid
INV01174,2025-01-27,BU_Logistics,APAC,Vendor_33,74.8,Fixed Price,15,60,41.06,2468.77,2570.97,102.19,0,Paid
INV01175,2024-09-05,BU_R&D,North America,Vendor_45,52.8,Fixed Price,15,59,19.54,1153.39,1240.67,87.29,0,Paid
INV01176,2024-12-22,BU_Sales,North America,Vendor_33,74.8,Time & Materials,30,36,48.62,1750.41,1772.99,22.58,0,Paid
INV01177,2025-01-23,BU_R&D,LATAM,Vendor_46,64.2,Fixed Price,30,47,38.47,1741.64,1810.28,68.64,0,Paid
INV01178,2025-01-22,BU_Logistics,EMEA,Vendor_39,55.1,Fixed Price,60,45,30.9,1442.09,1624.09,182.0,7,Pending
INV01179,2024-08-02,BU_IT,EMEA,Vendor_01,82.5,Time & Materials,30,56,50.2,2828.89,2910.16,81.27,0,Paid
INV01180,2025-07-27,BU_Sales,APAC,Vendor_35,87.3,Fixed Price,60,54,39.3,2189.26,2374.56,185.29,0,Paid
INV01181,2025-05-03,BU_Fabrication,LATAM,Vendor_43,73.3,Fixed Price,15,60,24.86,1561.14,1550.78,-10.37,0,Paid
INV01182,2025-02-09,BU_IT,EMEA,Vendor_12,68.0,Time & Materials,60,58,52.42,3019.66,3413.08,393.42,0,Paid
INV01183,2024-10-03,BU_Sales,EMEA,Vendor_13,78.6,Fixed Price,30,48,16.11,826.05,846.79,20.74,6,Pending
INV01184,2024-12-22,BU_R&D,North America,Vendor_40,78.0,Time & Materials,60,40,19.0,779.68,854.02,74.34,0,Paid
INV01185,2025-04-10,BU_R&D,North America,Vendor_32,100.0,Time & Materials,45,55,61.79,3554.16,3638.17,84.01,0,Paid
INV01186,2024-11-09,BU_Sales,North America,Vendor_18,79.7,Fixed Price,30,52,62.27,3277.81,3244.91,-32.9,0,Paid
INV01187,2025-07-04,BU_IT,APAC,Vendor_39,55.1,Fixed Price,15,52,42.83,2332.28,2556.66,224.38,6,Pending
INV01188,2024-09-03,BU_Logistics,North America,Vendor_37,78.1,Time & Materials,60,45,47.78,2241.35,2456.77,215.42,0,Paid
INV01189,2024-12-19,BU_Logistics,LATAM,Vendor_02,72.9,Time & Materials,45,51,63.09,3356.41,3399.34,42.93,0,Paid
INV01190,2024-12-08,BU_IT,LATAM,Vendor_01,82.5,Time & Materials,45,50,63.44,3320.97,3560.04,239.07,0,Paid
INV01191,2024-08-27,BU_R&D,EMEA,Vendor_27,57.7,Fixed Price,45,54,11.43,639.27,696.7,57.43,0,Paid
INV01192,2025-02-02,BU_IT,APAC,Vendor_47,68.1,Fixed Price,30,45,15.45,723.59,790.45,66.86,0,Paid
INV01193,2025-03-18,BU_R&D,North America,Vendor_13,78.6,Fixed Price,60,59,38.81,2372.62,2499.96,127.34,0,Paid
INV01194,2024-11-24,BU_Sales,LATAM,Vendor_16,66.6,Fixed Price,30,47,20.08,964.24,989.01,24.77,3,Pending
INV01195,2025-06-17,BU_Fabrication,North America,Vendor_28,80.6,Time & Materials,30,55,10.45,588.89,611.97,23.07,0,Paid
INV01196,2025-01-19,BU_R&D,North America,Vendor_31,66.0,Fixed Price,30,56,53.98,3156.28,3344.12,187.84,6,Pending
INV01197,2025-01-18,BU_IT,APAC,Vendor_05,71.5,Time & Materials,45,54,39.02,2128.01,2269.63,141.62,0,Paid
INV01198,2025-06-17,BU_Sales,APAC,Vendor_06,71.5,Time & Materials,60,54,54.07,3045.6,3414.86,369.25,0,Paid
INV01199,2025-07-22,BU_Fabrication,APAC,Vendor_04,97.8,Time & Materials,30,49,20.7,1033.67,1098.23,64.56,0,Paid
INV01200,2025-06-17,BU_Sales,North America,Vendor_44,70.5,Fixed Price,15,45,63.69,2934.51,3006.99,72.48,0,Paid
INV01201,2025-02-22,BU_Fabrication,APAC,Vendor_27,57.7,Fixed Price,30,53,26.02,1380.49,1431.89,51.4,0,Paid
INV01202,2024-08-06,BU_Sales,EMEA,Vendor_28,80.6,Time & Materials,45,51,36.72,1883.99,1918.95,34.96,0,Paid
INV01203,2025-07-12,BU_Fabrication,EMEA,Vendor_22,71.6,Fixed Price,15,49,49.31,2560.65,2481.12,-79.54,5,Pending
INV01204,2024-09-04,BU_IT,APAC,Vendor_13,78.6,Time & Materials,15,54,4.82,264.15,284.6,20.45,0,Paid
INV01205,2025-01-29,BU_Sales,EMEA,Vendor_40,78.0,Fixed Price,30,64,48.97,3152.67,3071.13,-81.54,0,Paid
INV01206,2024-08-31,BU_Logistics,EMEA,Vendor_28,80.6,Fixed Price,45,47,16.39,794.98,785.02,-9.97,0,Paid
